Year|Consumption|State|Source
1973|1528|Hawaii|Renewable Energy
1972|1491|Hawaii|Renewable Energy
1971|1283|Hawaii|Renewable Energy
1970|1559|Hawaii|Renewable Energy
1969|1773|Hawaii|Renewable Energy
1968|1657|Hawaii|Renewable Energy
1967|1389|Hawaii|Renewable Energy
1966|1309|Hawaii|Renewable Energy
1965|1265|Hawaii|Renewable Energy
1964|1429|Hawaii|Renewable Energy
1963|446|Hawaii|Renewable Energy
1962|214|Hawaii|Renewable Energy
1961|258|Hawaii|Renewable Energy
1960|292|Hawaii|Renewable Energy
2017|173095|Idaho|Renewable Energy
2016|152298|Idaho|Renewable Energy
2015|153868|Idaho|Renewable Energy
2014|155208|Idaho|Renewable Energy
2013|140004|Idaho|Renewable Energy
2012|155902|Idaho|Renewable Energy
2011|177271|Idaho|Renewable Energy
2010|131969|Idaho|Renewable Energy
2009|136226|Idaho|Renewable Energy
2008|132813|Idaho|Renewable Energy
2007|127359|Idaho|Renewable Energy
2006|147635|Idaho|Renewable Energy
2005|122254|Idaho|Renewable Energy
2004|112076|Idaho|Renewable Energy
2003|108866|Idaho|Renewable Energy
2002|113187|Idaho|Renewable Energy
2001|104603|Idaho|Renewable Energy
2000|141037|Idaho|Renewable Energy
1999|167399|Idaho|Renewable Energy
1998|159820|Idaho|Renewable Energy
1997|179013|Idaho|Renewable Energy
1996|164045|Idaho|Renewable Energy
1995|139475|Idaho|Renewable Energy
1994|106260|Idaho|Renewable Energy
1993|125883|Idaho|Renewable Energy
1992|95136|Idaho|Renewable Energy
1991|116219|Idaho|Renewable Energy
1990|119701|Idaho|Renewable Energy
1989|124844|Idaho|Renewable Energy
1988|87409|Idaho|Renewable Energy
1987|101447|Idaho|Renewable Energy
1986|146356|Idaho|Renewable Energy
1985|132234|Idaho|Renewable Energy
1984|156188|Idaho|Renewable Energy
1983|152320|Idaho|Renewable Energy
1982|137262|Idaho|Renewable Energy
1981|115694|Idaho|Renewable Energy
1980|113407|Idaho|Renewable Energy
1979|113729|Idaho|Renewable Energy
1978|119334|Idaho|Renewable Energy
1977|85968|Idaho|Renewable Energy
1976|121380|Idaho|Renewable Energy
1975|118011|Idaho|Renewable Energy
1974|111472|Idaho|Renewable Energy
1973|97216|Idaho|Renewable Energy
1972|92776|Idaho|Renewable Energy
1971|89445|Idaho|Renewable Energy
1970|85735|Idaho|Renewable Energy
1969|76228|Idaho|Renewable Energy
1968|80804|Idaho|Renewable Energy
1967|82252|Idaho|Renewable Energy
1966|81379|Idaho|Renewable Energy
1965|79778|Idaho|Renewable Energy
1964|76892|Idaho|Renewable Energy
1963|73227|Idaho|Renewable Energy
1962|73984|Idaho|Renewable Energy
1961|70403|Idaho|Renewable Energy
1960|77688|Idaho|Renewable Energy
2017|265988|Illinois|Renewable Energy
2016|246635|Illinois|Renewable Energy
2015|242149|Illinois|Renewable Energy
2014|239972|Illinois|Renewable Energy
2013|232945|Illinois|Renewable Energy
2012|211473|Illinois|Renewable Energy
2011|201396|Illinois|Renewable Energy
2010|199724|Illinois|Renewable Energy
2009|178846|Illinois|Renewable Energy
2008|153751|Illinois|Renewable Energy
2007|122872|Illinois|Renewable Energy
2006|103546|Illinois|Renewable Energy
2005|107713|Illinois|Renewable Energy
2004|125972|Illinois|Renewable Energy
2003|126762|Illinois|Renewable Energy
2002|111211|Illinois|Renewable Energy
2001|100639|Illinois|Renewable Energy
2000|97688|Illinois|Renewable Energy
1999|93840|Illinois|Renewable Energy
1998|91481|Illinois|Renewable Energy
1997|91180|Illinois|Renewable Energy
1996|83498|Illinois|Renewable Energy
1995|97861|Illinois|Renewable Energy
1994|100880|Illinois|Renewable Energy
1993|98173|Illinois|Renewable Energy
1992|114816|Illinois|Renewable Energy
1991|108933|Illinois|Renewable Energy
1990|102981|Illinois|Renewable Energy
1989|131790|Illinois|Renewable Energy
1988|160014|Illinois|Renewable Energy
1987|151533|Illinois|Renewable Energy
1986|141294|Illinois|Renewable Energy
1985|130268|Illinois|Renewable Energy
1984|124741|Illinois|Renewable Energy
1983|126417|Illinois|Renewable Energy
1982|108434|Illinois|Renewable Energy
1981|100323|Illinois|Renewable Energy
1980|92366|Illinois|Renewable Energy
1979|64626|Illinois|Renewable Energy
1978|62925|Illinois|Renewable Energy
1977|51314|Illinois|Renewable Energy
1976|47471|Illinois|Renewable Energy
1975|42898|Illinois|Renewable Energy
1974|43952|Illinois|Renewable Energy
1973|43861|Illinois|Renewable Energy
1972|41490|Illinois|Renewable Energy
1971|40628|Illinois|Renewable Energy
1970|41064|Illinois|Renewable Energy
1969|41716|Illinois|Renewable Energy
1968|40029|Illinois|Renewable Energy
1967|37444|Illinois|Renewable Energy
1966|37080|Illinois|Renewable Energy
1965|35036|Illinois|Renewable Energy
1964|34491|Illinois|Renewable Energy
1963|34418|Illinois|Renewable Energy
1962|32864|Illinois|Renewable Energy
1961|32237|Illinois|Renewable Energy
1960|33020|Illinois|Renewable Energy
2017|176422|Indiana|Renewable Energy
2016|177417|Indiana|Renewable Energy
2015|171064|Indiana|Renewable Energy
2014|157082|Indiana|Renewable Energy
2013|151650|Indiana|Renewable Energy
2012|144588|Indiana|Renewable Energy
2011|149114|Indiana|Renewable Energy
2010|139723|Indiana|Renewable Energy
2009|117153|Indiana|Renewable Energy
2008|97848|Indiana|Renewable Energy
2007|66013|Indiana|Renewable Energy
2006|54429|Indiana|Renewable Energy
2005|63421|Indiana|Renewable Energy
2004|57965|Indiana|Renewable Energy
2003|57431|Indiana|Renewable Energy
2002|55259|Indiana|Renewable Energy
2001|53112|Indiana|Renewable Energy
2000|48674|Indiana|Renewable Energy
1999|47598|Indiana|Renewable Energy
1998|44517|Indiana|Renewable Energy
1997|47036|Indiana|Renewable Energy
1996|49717|Indiana|Renewable Energy
1995|54693|Indiana|Renewable Energy
1994|51764|Indiana|Renewable Energy
1993|53578|Indiana|Renewable Energy
1992|63036|Indiana|Renewable Energy
1991|61906|Indiana|Renewable Energy
1990|60812|Indiana|Renewable Energy
1989|69984|Indiana|Renewable Energy
1988|80134|Indiana|Renewable Energy
1987|76758|Indiana|Renewable Energy
1986|71973|Indiana|Renewable Energy
1985|69669|Indiana|Renewable Energy
1984|65106|Indiana|Renewable Energy
1983|67925|Indiana|Renewable Energy
1982|59095|Indiana|Renewable Energy
1981|59181|Indiana|Renewable Energy
1980|56145|Indiana|Renewable Energy
1979|51858|Indiana|Renewable Energy
1978|45814|Indiana|Renewable Energy
1977|38768|Indiana|Renewable Energy
1976|36021|Indiana|Renewable Energy
1975|31342|Indiana|Renewable Energy
1974|32017|Indiana|Renewable Energy
1973|32102|Indiana|Renewable Energy
1972|30826|Indiana|Renewable Energy
1971|27156|Indiana|Renewable Energy
1970|28494|Indiana|Renewable Energy
1969|29971|Indiana|Renewable Energy
1968|28677|Indiana|Renewable Energy
1967|27363|Indiana|Renewable Energy
1966|24315|Indiana|Renewable Energy
1965|23060|Indiana|Renewable Energy
1964|23168|Indiana|Renewable Energy
1963|24007|Indiana|Renewable Energy
1962|24089|Indiana|Renewable Energy
1961|24199|Indiana|Renewable Energy
1960|24556|Indiana|Renewable Energy
2017|454962|Iowa|Renewable Energy
2016|440120|Iowa|Renewable Energy
2015|414847|Iowa|Renewable Energy
2014|406097|Iowa|Renewable Energy
2013|384715|Iowa|Renewable Energy
2012|359254|Iowa|Renewable Energy
2011|346848|Iowa|Renewable Energy
2010|340665|Iowa|Renewable Energy
2009|288610|Iowa|Renewable Energy
2008|212372|Iowa|Renewable Energy
2007|176007|Iowa|Renewable Energy
2006|142210|Iowa|Renewable Energy
2005|124648|Iowa|Renewable Energy
2004|111196|Iowa|Renewable Energy
2003|93612|Iowa|Renewable Energy
2002|85164|Iowa|Renewable Energy
2001|76675|Iowa|Renewable Energy
2000|80729|Iowa|Renewable Energy
1999|84399|Iowa|Renewable Energy
1998|79013|Iowa|Renewable Energy
1997|80058|Iowa|Renewable Energy
1996|88728|Iowa|Renewable Energy
1995|84388|Iowa|Renewable Energy
1994|85415|Iowa|Renewable Energy
1993|80903|Iowa|Renewable Energy
1992|80204|Iowa|Renewable Energy
1991|76130|Iowa|Renewable Energy
1990|74025|Iowa|Renewable Energy
1989|77651|Iowa|Renewable Energy
1988|111500|Iowa|Renewable Energy
1987|107657|Iowa|Renewable Energy
1986|99976|Iowa|Renewable Energy
1985|75925|Iowa|Renewable Energy
1984|75557|Iowa|Renewable Energy
1983|72089|Iowa|Renewable Energy
1982|66907|Iowa|Renewable Energy
1981|64176|Iowa|Renewable Energy
1980|58556|Iowa|Renewable Energy
1979|18947|Iowa|Renewable Energy
1978|19287|Iowa|Renewable Energy
1977|17088|Iowa|Renewable Energy
1976|15187|Iowa|Renewable Energy
1975|17029|Iowa|Renewable Energy
1974|16976|Iowa|Renewable Energy
1973|16691|Iowa|Renewable Energy
1972|17235|Iowa|Renewable Energy
1971|16122|Iowa|Renewable Energy
1970|16080|Iowa|Renewable Energy
1969|15250|Iowa|Renewable Energy
1968|16244|Iowa|Renewable Energy
1967|14243|Iowa|Renewable Energy
1966|14994|Iowa|Renewable Energy
1965|15160|Iowa|Renewable Energy
1964|12798|Iowa|Renewable Energy
1963|13403|Iowa|Renewable Energy
1962|15580|Iowa|Renewable Energy
1961|15713|Iowa|Renewable Energy
1960|15884|Iowa|Renewable Energy
2017|215635|Kansas|Renewable Energy
2016|175236|Kansas|Renewable Energy
2015|147916|Kansas|Renewable Energy
2014|150149|Kansas|Renewable Energy
2013|132005|Kansas|Renewable Energy
2012|89265|Kansas|Renewable Energy
2011|79163|Kansas|Renewable Energy
2010|74768|Kansas|Renewable Energy
2009|65980|Kansas|Renewable Energy
2008|57572|Kansas|Renewable Energy
2007|35423|Kansas|Renewable Energy
2006|27865|Kansas|Renewable Energy
2005|22792|Kansas|Renewable Energy
2004|19513|Kansas|Renewable Energy
2003|21888|Kansas|Renewable Energy
2002|19525|Kansas|Renewable Energy
2001|10907|Kansas|Renewable Energy
2000|9920|Kansas|Renewable Energy
1999|10142|Kansas|Renewable Energy
1998|9895|Kansas|Renewable Energy
1997|10349|Kansas|Renewable Energy
1996|11792|Kansas|Renewable Energy
1995|12949|Kansas|Renewable Energy
1994|13084|Kansas|Renewable Energy
1993|13513|Kansas|Renewable Energy
1992|14248|Kansas|Renewable Energy
1991|14307|Kansas|Renewable Energy
1990|13869|Kansas|Renewable Energy
1989|17714|Kansas|Renewable Energy
1988|21727|Kansas|Renewable Energy
1987|20517|Kansas|Renewable Energy
1986|21818|Kansas|Renewable Energy
1985|14844|Kansas|Renewable Energy
1984|14676|Kansas|Renewable Energy
1983|10707|Kansas|Renewable Energy
1982|10392|Kansas|Renewable Energy
1981|8483|Kansas|Renewable Energy
1980|9088|Kansas|Renewable Energy
1979|7928|Kansas|Renewable Energy
1978|7540|Kansas|Renewable Energy
1977|6852|Kansas|Renewable Energy
1976|6526|Kansas|Renewable Energy
1975|5811|Kansas|Renewable Energy
1974|5915|Kansas|Renewable Energy
1973|6031|Kansas|Renewable Energy
1972|5702|Kansas|Renewable Energy
1971|3941|Kansas|Renewable Energy
1970|3730|Kansas|Renewable Energy
1969|3280|Kansas|Renewable Energy
1968|3459|Kansas|Renewable Energy
1967|3349|Kansas|Renewable Energy
1966|3529|Kansas|Renewable Energy
1965|3499|Kansas|Renewable Energy
1964|3674|Kansas|Renewable Energy
1963|3798|Kansas|Renewable Energy
1962|3670|Kansas|Renewable Energy
1961|3855|Kansas|Renewable Energy
1960|4123|Kansas|Renewable Energy
2017|97301|Kentucky|Renewable Energy
2016|87042|Kentucky|Renewable Energy
2015|86328|Kentucky|Renewable Energy
2014|92985|Kentucky|Renewable Energy
2013|92364|Kentucky|Renewable Energy
2012|77808|Kentucky|Renewable Energy
2011|87572|Kentucky|Renewable Energy
2010|83720|Kentucky|Renewable Energy
2009|83846|Kentucky|Renewable Energy
2008|70351|Kentucky|Renewable Energy
2007|64542|Kentucky|Renewable Energy
2006|69113|Kentucky|Renewable Energy
2005|74390|Kentucky|Renewable Energy
2004|71088|Kentucky|Renewable Energy
2003|70460|Kentucky|Renewable Energy
2002|65018|Kentucky|Renewable Energy
2001|53502|Kentucky|Renewable Energy
2000|36286|Kentucky|Renewable Energy
1999|38509|Kentucky|Renewable Energy
1998|43807|Kentucky|Renewable Energy
1997|48522|Kentucky|Renewable Energy
1996|55609|Kentucky|Renewable Energy
1995|51655|Kentucky|Renewable Energy
1994|57565|Kentucky|Renewable Energy
1993|50100|Kentucky|Renewable Energy
1992|61359|Kentucky|Renewable Energy
1991|59493|Kentucky|Renewable Energy
1990|53391|Kentucky|Renewable Energy
1989|77084|Kentucky|Renewable Energy
1988|61978|Kentucky|Renewable Energy
1987|66840|Kentucky|Renewable Energy
1986|68813|Kentucky|Renewable Energy
1985|73167|Kentucky|Renewable Energy
1984|77261|Kentucky|Renewable Energy
1983|65792|Kentucky|Renewable Energy
1982|69516|Kentucky|Renewable Energy
1981|55159|Kentucky|Renewable Energy
1980|55822|Kentucky|Renewable Energy
1979|82531|Kentucky|Renewable Energy
1978|70514|Kentucky|Renewable Energy
1977|64140|Kentucky|Renewable Energy
1976|68110|Kentucky|Renewable Energy
1975|66857|Kentucky|Renewable Energy
1974|66669|Kentucky|Renewable Energy
1973|67629|Kentucky|Renewable Energy
1972|66566|Kentucky|Renewable Energy
1971|61912|Kentucky|Renewable Energy
1970|57023|Kentucky|Renewable Energy
1969|51326|Kentucky|Renewable Energy
1968|53358|Kentucky|Renewable Energy
1967|61073|Kentucky|Renewable Energy
1966|49311|Kentucky|Renewable Energy
1965|47438|Kentucky|Renewable Energy
1964|47022|Kentucky|Renewable Energy
1963|47591|Kentucky|Renewable Energy
1962|51423|Kentucky|Renewable Energy
1961|48648|Kentucky|Renewable Energy
1960|50751|Kentucky|Renewable Energy
2017|245690|Louisiana|Renewable Energy
2016|168219|Louisiana|Renewable Energy
2015|152526|Louisiana|Renewable Energy
2014|168879|Louisiana|Renewable Energy
2013|145637|Louisiana|Renewable Energy
2012|127327|Louisiana|Renewable Energy
2011|131460|Louisiana|Renewable Energy
2010|133399|Louisiana|Renewable Energy
2009|117899|Louisiana|Renewable Energy
2008|113455|Louisiana|Renewable Energy
2007|150499|Louisiana|Renewable Energy
2006|149617|Louisiana|Renewable Energy
2005|151476|Louisiana|Renewable Energy
2004|189660|Louisiana|Renewable Energy
2003|152576|Louisiana|Renewable Energy
2002|144053|Louisiana|Renewable Energy
2001|136086|Louisiana|Renewable Energy
2000|142352|Louisiana|Renewable Energy
1999|148444|Louisiana|Renewable Energy
1998|147538|Louisiana|Renewable Energy
1997|149694|Louisiana|Renewable Energy
1996|152597|Louisiana|Renewable Energy
1995|152242|Louisiana|Renewable Energy
1994|148325|Louisiana|Renewable Energy
1993|138255|Louisiana|Renewable Energy
1992|131568|Louisiana|Renewable Energy
1991|128100|Louisiana|Renewable Energy
1990|125516|Louisiana|Renewable Energy
1989|129814|Louisiana|Renewable Energy
1988|104615|Louisiana|Renewable Energy
1987|102199|Louisiana|Renewable Energy
1986|102343|Louisiana|Renewable Energy
1985|79343|Louisiana|Renewable Energy
1984|78816|Louisiana|Renewable Energy
1983|74654|Louisiana|Renewable Energy
1982|69667|Louisiana|Renewable Energy
1981|68263|Louisiana|Renewable Energy
1980|64707|Louisiana|Renewable Energy
1979|44717|Louisiana|Renewable Energy
1978|47825|Louisiana|Renewable Energy
1977|46692|Louisiana|Renewable Energy
1976|45170|Louisiana|Renewable Energy
1975|42358|Louisiana|Renewable Energy
1974|44928|Louisiana|Renewable Energy
1973|45748|Louisiana|Renewable Energy
1972|44819|Louisiana|Renewable Energy
1971|41912|Louisiana|Renewable Energy
1970|41620|Louisiana|Renewable Energy
1969|40698|Louisiana|Renewable Energy
1968|40791|Louisiana|Renewable Energy
1967|37685|Louisiana|Renewable Energy
1966|39754|Louisiana|Renewable Energy
1965|38299|Louisiana|Renewable Energy
1964|39291|Louisiana|Renewable Energy
1963|39147|Louisiana|Renewable Energy
1962|36785|Louisiana|Renewable Energy
1961|37174|Louisiana|Renewable Energy
1960|38992|Louisiana|Renewable Energy
2017|158219|Maine|Renewable Energy
2016|148595|Maine|Renewable Energy
2015|167628|Maine|Renewable Energy
2014|163387|Maine|Renewable Energy
2013|167531|Maine|Renewable Energy
2012|162434|Maine|Renewable Energy
2011|166550|Maine|Renewable Energy
2010|163862|Maine|Renewable Energy
2009|153433|Maine|Renewable Energy
2008|186687|Maine|Renewable Energy
2007|156424|Maine|Renewable Energy
2006|152901|Maine|Renewable Energy
2005|160055|Maine|Renewable Energy
2004|136769|Maine|Renewable Energy
2003|132344|Maine|Renewable Energy
2002|140385|Maine|Renewable Energy
2001|146146|Maine|Renewable Energy
2000|163025|Maine|Renewable Energy
1999|159186|Maine|Renewable Energy
1998|151240|Maine|Renewable Energy
1997|161828|Maine|Renewable Energy
1996|167218|Maine|Renewable Energy
1995|160885|Maine|Renewable Energy
1994|156736|Maine|Renewable Energy
1993|158153|Maine|Renewable Energy
1992|159035|Maine|Renewable Energy
1991|157261|Maine|Renewable Energy
1990|151630|Maine|Renewable Energy
1989|154425|Maine|Renewable Energy
1988|118029|Maine|Renewable Energy
1987|116377|Maine|Renewable Energy
1986|122771|Maine|Renewable Energy
1985|136042|Maine|Renewable Energy
1984|139329|Maine|Renewable Energy
1983|140252|Maine|Renewable Energy
1982|126910|Maine|Renewable Energy
1981|129795|Maine|Renewable Energy
1980|121124|Maine|Renewable Energy
1979|76896|Maine|Renewable Energy
1978|74889|Maine|Renewable Energy
1977|72689|Maine|Renewable Energy
1976|70099|Maine|Renewable Energy
1975|60423|Maine|Renewable Energy
1974|64263|Maine|Renewable Energy
1973|64648|Maine|Renewable Energy
1972|59882|Maine|Renewable Energy
1971|55423|Maine|Renewable Energy
1970|59420|Maine|Renewable Energy
1969|61658|Maine|Renewable Energy
1968|59840|Maine|Renewable Energy
1967|58337|Maine|Renewable Energy
1966|55812|Maine|Renewable Energy
1965|51675|Maine|Renewable Energy
1964|55936|Maine|Renewable Energy
1963|58874|Maine|Renewable Energy
1962|55672|Maine|Renewable Energy
1961|56575|Maine|Renewable Energy
1960|59784|Maine|Renewable Energy
2017|78605|Maryland|Renewable Energy
2016|71510|Maryland|Renewable Energy
2015|71748|Maryland|Renewable Energy
2014|76233|Maryland|Renewable Energy
2013|77242|Maryland|Renewable Energy
2012|71153|Maryland|Renewable Energy
2011|80007|Maryland|Renewable Energy
2010|71800|Maryland|Renewable Energy
2009|66527|Maryland|Renewable Energy
2008|60050|Maryland|Renewable Energy
2007|58003|Maryland|Renewable Energy
2006|59318|Maryland|Renewable Energy
2005|48528|Maryland|Renewable Energy
2004|53450|Maryland|Renewable Energy
2003|54155|Maryland|Renewable Energy
2002|41118|Maryland|Renewable Energy
2001|33273|Maryland|Renewable Energy
2000|54124|Maryland|Renewable Energy
1999|50889|Maryland|Renewable Energy
1998|52661|Maryland|Renewable Energy
1997|53175|Maryland|Renewable Energy
1996|66229|Maryland|Renewable Energy
1995|52076|Maryland|Renewable Energy
1994|52990|Maryland|Renewable Energy
1993|49263|Maryland|Renewable Energy
1992|46672|Maryland|Renewable Energy
1991|41675|Maryland|Renewable Energy
1990|50546|Maryland|Renewable Energy
1989|55480|Maryland|Renewable Energy
1988|46241|Maryland|Renewable Energy
1987|47753|Maryland|Renewable Energy
1986|54649|Maryland|Renewable Energy
1985|55151|Maryland|Renewable Energy
1984|60086|Maryland|Renewable Energy
1983|52085|Maryland|Renewable Energy
1982|51599|Maryland|Renewable Energy
1981|45447|Maryland|Renewable Energy
1980|45823|Maryland|Renewable Energy
1979|66329|Maryland|Renewable Energy
1978|59254|Maryland|Renewable Energy
1977|59569|Maryland|Renewable Energy
1976|56373|Maryland|Renewable Energy
1975|55834|Maryland|Renewable Energy
1974|52381|Maryland|Renewable Energy
1973|55059|Maryland|Renewable Energy
1972|56117|Maryland|Renewable Energy
1971|49264|Maryland|Renewable Energy
1970|51782|Maryland|Renewable Energy
1969|45515|Maryland|Renewable Energy
1968|47752|Maryland|Renewable Energy
1967|49500|Maryland|Renewable Energy
1966|42103|Maryland|Renewable Energy
1965|39019|Maryland|Renewable Energy
1964|37440|Maryland|Renewable Energy
1963|35457|Maryland|Renewable Energy
1962|36002|Maryland|Renewable Energy
1961|35723|Maryland|Renewable Energy
1960|38447|Maryland|Renewable Energy
2017|96312|Massachusetts|Renewable Energy
2016|89735|Massachusetts|Renewable Energy
2015|86741|Massachusetts|Renewable Energy
2014|85359|Massachusetts|Renewable Energy
2013|80349|Massachusetts|Renewable Energy
2012|72928|Massachusetts|Renewable Energy
2011|76762|Massachusetts|Renewable Energy
2010|75142|Massachusetts|Renewable Energy
2009|68883|Massachusetts|Renewable Energy
2008|60386|Massachusetts|Renewable Energy
2007|59411|Massachusetts|Renewable Energy
2006|62064|Massachusetts|Renewable Energy
2005|46903|Massachusetts|Renewable Energy
2004|51767|Massachusetts|Renewable Energy
2003|50412|Massachusetts|Renewable Energy
2002|46796|Massachusetts|Renewable Energy
2001|47998|Massachusetts|Renewable Energy
2000|69462|Massachusetts|Renewable Energy
1999|65168|Massachusetts|Renewable Energy
1998|66413|Massachusetts|Renewable Energy
1997|72315|Massachusetts|Renewable Energy
1996|78433|Massachusetts|Renewable Energy
1995|72548|Massachusetts|Renewable Energy
1994|73476|Massachusetts|Renewable Energy
1993|69750|Massachusetts|Renewable Energy
1992|68433|Massachusetts|Renewable Energy
1991|66582|Massachusetts|Renewable Energy
1990|65263|Massachusetts|Renewable Energy
1989|66832|Massachusetts|Renewable Energy
1988|61835|Massachusetts|Renewable Energy
1987|60278|Massachusetts|Renewable Energy
1986|69642|Massachusetts|Renewable Energy
1985|65453|Massachusetts|Renewable Energy
1984|65032|Massachusetts|Renewable Energy
1983|78596|Massachusetts|Renewable Energy
1982|66642|Massachusetts|Renewable Energy
1981|73207|Massachusetts|Renewable Energy
1980|72495|Massachusetts|Renewable Energy
1979|74298|Massachusetts|Renewable Energy
1978|67677|Massachusetts|Renewable Energy
1977|63357|Massachusetts|Renewable Energy
1976|60502|Massachusetts|Renewable Energy
1975|53325|Massachusetts|Renewable Energy
1974|56959|Massachusetts|Renewable Energy
1973|56501|Massachusetts|Renewable Energy
1972|59302|Massachusetts|Renewable Energy
1971|61247|Massachusetts|Renewable Energy
1970|65043|Massachusetts|Renewable Energy
1969|64611|Massachusetts|Renewable Energy
1968|62101|Massachusetts|Renewable Energy
1967|58183|Massachusetts|Renewable Energy
1966|58117|Massachusetts|Renewable Energy
1965|55636|Massachusetts|Renewable Energy
1964|54148|Massachusetts|Renewable Energy
1963|52762|Massachusetts|Renewable Energy
1962|53590|Massachusetts|Renewable Energy
1961|52769|Massachusetts|Renewable Energy
1960|53354|Massachusetts|Renewable Energy
2017|237971|Michigan|Renewable Energy
2016|228464|Michigan|Renewable Energy
2015|235106|Michigan|Renewable Energy
2014|217053|Michigan|Renewable Energy
2013|204067|Michigan|Renewable Energy
2012|176625|Michigan|Renewable Energy
2011|173846|Michigan|Renewable Energy
2010|159014|Michigan|Renewable Energy
2009|148756|Michigan|Renewable Energy
2008|157469|Michigan|Renewable Energy
2007|139586|Michigan|Renewable Energy
2006|129217|Michigan|Renewable Energy
2005|130627|Michigan|Renewable Energy
2004|118070|Michigan|Renewable Energy
2003|112593|Michigan|Renewable Energy
2002|99450|Michigan|Renewable Energy
2001|98994|Michigan|Renewable Energy
2000|118368|Michigan|Renewable Energy
1999|111261|Michigan|Renewable Energy
1998|108882|Michigan|Renewable Energy
1997|116010|Michigan|Renewable Energy
1996|124237|Michigan|Renewable Energy
1995|109943|Michigan|Renewable Energy
1994|108905|Michigan|Renewable Energy
1993|106055|Michigan|Renewable Energy
1992|113219|Michigan|Renewable Energy
1991|110847|Michigan|Renewable Energy
1990|102166|Michigan|Renewable Energy
1989|115859|Michigan|Renewable Energy
1988|122565|Michigan|Renewable Energy
1987|116158|Michigan|Renewable Energy
1986|116002|Michigan|Renewable Energy
1985|114217|Michigan|Renewable Energy
1984|114761|Michigan|Renewable Energy
1983|122339|Michigan|Renewable Energy
1982|109127|Michigan|Renewable Energy
1981|108871|Michigan|Renewable Energy
1980|103039|Michigan|Renewable Energy
1979|73877|Michigan|Renewable Energy
1978|66270|Michigan|Renewable Energy
1977|54719|Michigan|Renewable Energy
1976|52481|Michigan|Renewable Energy
1975|47458|Michigan|Renewable Energy
1974|50587|Michigan|Renewable Energy
1973|47225|Michigan|Renewable Energy
1972|56203|Michigan|Renewable Energy
1971|53960|Michigan|Renewable Energy
1970|54309|Michigan|Renewable Energy
1969|56624|Michigan|Renewable Energy
1968|56320|Michigan|Renewable Energy
1967|56539|Michigan|Renewable Energy
1966|56828|Michigan|Renewable Energy
1965|55858|Michigan|Renewable Energy
1964|52769|Michigan|Renewable Energy
1963|51374|Michigan|Renewable Energy
1962|53745|Michigan|Renewable Energy
1961|55209|Michigan|Renewable Energy
1960|59100|Michigan|Renewable Energy
2017|288268|Minnesota|Renewable Energy
2016|272379|Minnesota|Renewable Energy
2015|267988|Minnesota|Renewable Energy
2014|267038|Minnesota|Renewable Energy
2013|239106|Minnesota|Renewable Energy
2012|239978|Minnesota|Renewable Energy
2011|235225|Minnesota|Renewable Energy
2010|226220|Minnesota|Renewable Energy
2009|201425|Minnesota|Renewable Energy
2008|177296|Minnesota|Renewable Energy
2007|150544|Minnesota|Renewable Energy
2006|127778|Minnesota|Renewable Energy
2005|123103|Minnesota|Renewable Energy
2004|114664|Minnesota|Renewable Energy
2003|107470|Minnesota|Renewable Energy
2002|103912|Minnesota|Renewable Energy
2001|107973|Minnesota|Renewable Energy
2000|104646|Minnesota|Renewable Energy
1999|98801|Minnesota|Renewable Energy
1998|87839|Minnesota|Renewable Energy
1997|89951|Minnesota|Renewable Energy
1996|85300|Minnesota|Renewable Energy
1995|85646|Minnesota|Renewable Energy
1994|81517|Minnesota|Renewable Energy
1993|78149|Minnesota|Renewable Energy
1992|72610|Minnesota|Renewable Energy
1991|65660|Minnesota|Renewable Energy
1990|60972|Minnesota|Renewable Energy
1989|64343|Minnesota|Renewable Energy
1988|61444|Minnesota|Renewable Energy
1987|60506|Minnesota|Renewable Energy
1986|66440|Minnesota|Renewable Energy
1985|68755|Minnesota|Renewable Energy
1984|66022|Minnesota|Renewable Energy
1983|62679|Minnesota|Renewable Energy
1982|58968|Minnesota|Renewable Energy
1981|56622|Minnesota|Renewable Energy
1980|54794|Minnesota|Renewable Energy
1979|53947|Minnesota|Renewable Energy
1978|50237|Minnesota|Renewable Energy
1977|36725|Minnesota|Renewable Energy
1976|35632|Minnesota|Renewable Energy
1975|36949|Minnesota|Renewable Energy
1974|35899|Minnesota|Renewable Energy
1973|36452|Minnesota|Renewable Energy
1972|35695|Minnesota|Renewable Energy
1971|33768|Minnesota|Renewable Energy
1970|32822|Minnesota|Renewable Energy
1969|34190|Minnesota|Renewable Energy
1968|33828|Minnesota|Renewable Energy
1967|32385|Minnesota|Renewable Energy
1966|35031|Minnesota|Renewable Energy
1965|34786|Minnesota|Renewable Energy
1964|33210|Minnesota|Renewable Energy
1963|32328|Minnesota|Renewable Energy
1962|34382|Minnesota|Renewable Energy
1961|32478|Minnesota|Renewable Energy
1960|34957|Minnesota|Renewable Energy
2017|70153|Mississippi|Renewable Energy
2016|72032|Mississippi|Renewable Energy
2015|71017|Mississippi|Renewable Energy
2014|75324|Mississippi|Renewable Energy
2013|73419|Mississippi|Renewable Energy
2012|86946|Mississippi|Renewable Energy
2011|74769|Mississippi|Renewable Energy
2010|74936|Mississippi|Renewable Energy
2009|56254|Mississippi|Renewable Energy
2008|49880|Mississippi|Renewable Energy
2007|63930|Mississippi|Renewable Energy
2006|63182|Mississippi|Renewable Energy
